experiment,folds,accuracy_q1,accuracy_median,accuracy_q3,accuracy_mean,accuracy_std,f1_q1,f1_median,f1_q3,f1_mean,f1_std,f1_clear_q1,f1_clear_median,f1_clear_q3,f1_clear_mean,f1_clear_std,f1_obstructed_q1,f1_obstructed_median,f1_obstructed_q3,f1_obstructed_mean,f1_obstructed_std,macro_f1_q1,macro_f1_median,macro_f1_q3,macro_f1_mean,macro_f1_std,balanced_accuracy_q1,balanced_accuracy_median,balanced_accuracy_q3,balanced_accuracy_mean,balanced_accuracy_std,mcc_q1,mcc_median,mcc_q3,mcc_mean,mcc_std,obstructed_recall_q1,obstructed_recall_median,obstructed_recall_q3,obstructed_recall_mean,obstructed_recall_std,clear_recall_q1,clear_recall_median,clear_recall_q3,clear_recall_mean,clear_recall_std,obstructed_precision_q1,obstructed_precision_median,obstructed_precision_q3,obstructed_precision_mean,obstructed_precision_std,clear_precision_q1,clear_precision_median,clear_precision_q3,clear_precision_mean,clear_precision_std,roc_auc_q1,roc_auc_median,roc_auc_q3,roc_auc_mean,roc_auc_std
b_resnet152_umap_150_rbf_svm,10,0.5735294117647058,0.6378151260504201,0.6834033613445378,0.6255462184873949,0.09340651039934958,0.5666666666666667,0.6666666666666666,0.6850174216027874,0.622699929836857,0.11737371265817423,0.5666666666666667,0.6666666666666666,0.6850174216027874,0.622699929836857,0.11737371265817423,0.5340501792114696,0.6497975708502024,0.6857142857142857,0.6193624026051869,0.09213492106527141,0.5619843820012029,0.6328805885681947,0.6833333333333333,0.621031166221022,0.09515943128017153,0.5735294117647058,0.636437908496732,0.6838235294117647,0.6258169934640522,0.09173947985933113,0.1564981220857833,0.28040632804078114,0.36780011235420074,0.2558094055698753,0.18398240522526446,0.5376838235294118,0.6966911764705883,0.7058823529411765,0.6294117647058823,0.1250936788532605,0.5441176470588236,0.6568627450980392,0.7222222222222222,0.6222222222222222,0.1580549586012338,0.5638528138528138,0.6547619047619048,0.6916666666666667,0.6241813088871911,0.09489019091054979,0.5833333333333334,0.6532738095238095,0.7024886877828055,0.63608065695914,0.09760635906707417,0.685121107266436,0.726643598615917,0.7369281045751634,0.7187644175317185,0.08051658416639
b_resnet152_umap_150_linear_svm,10,0.625,0.6764705882352942,0.7008403361344538,0.6576470588235294,0.09487837817443416,0.6072362685265911,0.6568627450980392,0.7008403361344538,0.6490050660439156,0.1141142819783786,0.6072362685265911,0.6568627450980392,0.7008403361344538,0.6490050660439156,0.1141142819783786,0.647456279809221,0.6857142857142857,0.7050874403815581,0.6624048273923437,0.0854824018287228,0.6227498846094671,0.6750612363515589,0.7008403361344538,0.6557049467181295,0.09650452708024936,0.625,0.6764705882352942,0.7028186274509803,0.6583741830065358,0.09236725471851039,0.2528137031648649,0.35606098669679587,0.4056372549019608,0.318656064599358,0.18663718067262536,0.661764705882353,0.7058823529411765,0.7389705882352942,0.6830882352941177,0.08661710609372004,0.6029411764705883,0.6470588235294118,0.6666666666666666,0.6336601307189542,0.14096087858006603,0.611764705882353,0.6583333333333333,0.6666666666666666,0.6486058059587471,0.10205091073917973,0.6439075630252101,0.6966911764705883,0.7202380952380952,0.6719806255835667,0.09074137959113844,0.7179930795847751,0.7360630526720493,0.7737889273356401,0.74032223183391,0.08390900666578636
b_resnet152_umap_150_mlp,10,0.47436974789915964,0.5508403361344538,0.6102941176470589,0.555798319327731,0.12022009542757935,0.359375,0.5714285714285714,0.6276785714285714,0.511673427923428,0.2123420101170761,0.359375,0.5714285714285714,0.6276785714285714,0.511673427923428,0.2123420101170761,0.42803030303030304,0.615530303030303,0.6725000000000001,0.5302428939864979,0.2010956858030257,0.41244692807192807,0.49922077922077923,0.6067370129870129,0.5209581609549628,0.14268319557354148,0.4771241830065359,0.5571895424836601,0.6102941176470589,0.5571486928104574,0.11919913175059554,-0.07103215761995274,0.15322975711816866,0.23836070574019724,0.12474841391799603,0.25174849853850007,0.46047794117647056,0.5882352941176471,0.7454044117647058,0.5786764705882353,0.2822525011986792,0.3112745098039216,0.6176470588235294,0.75,0.5356209150326798,0.2931981511738059,0.4209677419354839,0.5388257575757576,0.6100543478260869,0.5401739874197798,0.16123416818156122,0.5,0.5833333333333334,0.6704545454545454,0.6062704414996436,0.17667088540072864,0.464677047289504,0.6089965397923875,0.7155781430219147,0.593826893502499,0.1631521987684453
b_resnet152_umap_150_logistic,10,0.75,0.7941176470588235,0.7941176470588235,0.7627731092436975,0.0889266851906577,0.7506912442396314,0.793939393939394,0.8081081081081082,0.7672318745663398,0.07736076402287557,0.7506912442396314,0.793939393939394,0.8081081081081082,0.7672318745663398,0.07736076402287557,0.7611159546643418,0.7878787878787878,0.796969696969697,0.755647973067328,0.10702452808836513,0.7494242461984397,0.7932207867691738,0.793939393939394,0.7614399238168339,0.09075733066543029,0.7493872549019609,0.7941176470588235,0.7977941176470589,0.7627859477124183,0.09071117344499649,0.5051674507024114,0.5892556509887896,0.5973163314713473,0.5289191267574856,0.18211109832666297,0.7536764705882353,0.7647058823529411,0.8235294117647058,0.7654411764705882,0.1338962310598828,0.6911764705882353,0.7941176470588235,0.8308823529411765,0.7601307189542484,0.08684862125362565,0.7232142857142857,0.788888888888889,0.8125,0.7512896825396825,0.0989914007355443,0.7777777777777778,0.7875939849624061,0.8067434210526316,0.7810369296166509,0.09913679149356606,0.7789522058823528,0.820069204152249,0.8460207612456747,0.8047998366013072,0.09016711098392653
b_resnet152_umap_150_random_forest,10,0.6907563025210084,0.7205882352941178,0.7592436974789916,0.7163865546218486,0.06633068599043418,0.6666666666666666,0.6969439728353142,0.7509009009009009,0.6950446289728972,0.08731997640466968,0.6666666666666666,0.6969439728353142,0.7509009009009009,0.6950446289728972,0.08731997640466968,0.7088452088452089,0.743421052631579,0.7550675675675675,0.7296381309539205,0.06652393578598811,0.6876206563706564,0.717485737010355,0.7565563170826328,0.7123413799634088,0.06954886152774116,0.6924019607843137,0.7205882352941176,0.7583741830065359,0.7169117647058824,0.06751705309808378,0.3905822368228343,0.4590888365785547,0.517145460785381,0.4436378595878961,0.13479225697394465,0.7536764705882353,0.7941176470588235,0.8676470588235294,0.7897058823529411,0.10686105863033334,0.5939542483660131,0.6290849673202614,0.7540849673202614,0.6441176470588237,0.1196418672910264,0.6505434782608696,0.6742424242424242,0.7375,0.6848206979900343,0.06528749243618344,0.7342105263157894,0.7735042735042735,0.8100649350649352,0.7690777059198113,0.08703711170630302,0.7747981545559401,0.7999327181853133,0.8398107098231449,0.8076016435986159,0.05644348180670572
b_resnet152_umap_150_adaboost,10,0.6495798319327731,0.6911764705882353,0.7352941176470589,0.7047058823529412,0.07613711263528951,0.6470588235294118,0.6976958525345622,0.738961038961039,0.6984542086629373,0.08805950278331554,0.6470588235294118,0.6976958525345622,0.738961038961039,0.6984542086629373,0.08805950278331554,0.6531531531531531,0.6754385964912281,0.7428571428571429,0.7053459930859312,0.07812569646055276,0.6495098039215687,0.6824175824175824,0.7346029733126508,0.7019001008744342,0.07701553195308872,0.6516033496732027,0.6857638888888888,0.7352941176470589,0.7040441176470589,0.07594060577384806,0.3064689488241024,0.3897799121042015,0.47641971299807595,0.41389948712668934,0.15094289891565438,0.6920955882352942,0.7352941176470589,0.7647058823529411,0.7286764705882354,0.10177915572351927,0.6111111111111112,0.6568627450980392,0.7181372549019608,0.6794117647058824,0.12611208544926886,0.6221804511278195,0.6735294117647059,0.7222222222222222,0.6935593886677478,0.0917509708652415,0.6875,0.6990950226244343,0.7610294117647058,0.7265486964016376,0.0707269736721168,0.764501633986928,0.8015727124183005,0.8512110726643598,0.8011654171472509,0.07256551714531023
b_resnet152_umap_150_gaussian_nb,10,0.669327731092437,0.7058823529411765,0.7279411764705883,0.6988235294117647,0.09986078863165744,0.6875,0.7184210526315788,0.7413533834586467,0.718135424319635,0.08995658572092136,0.6875,0.7184210526315788,0.7413533834586467,0.718135424319635,0.08995658572092136,0.6166666666666667,0.6944444444444444,0.726010101010101,0.6727762609408882,0.11875328771590064,0.662938596491228,0.7033077485380117,0.7275139790764791,0.6954558426302615,0.10168761695968215,0.6666666666666666,0.7058823529411764,0.7285539215686274,0.6972222222222222,0.0997873619285612,0.34197276593782444,0.41915174364976315,0.4594682088103142,0.40120448994290336,0.20385111296952313,0.5441176470588236,0.6470588235294118,0.7610294117647058,0.6411764705882353,0.13522883122152962,0.6519607843137255,0.75,0.8120915032679739,0.7532679738562092,0.11267271628550457,0.6842105263157895,0.6990950226244343,0.764423076923077,0.7164962746232095,0.125866862413973,0.6439393939393939,0.7,0.7359649122807017,0.6916483052551163,0.09253540157234683,0.7277970011534025,0.7647058823529412,0.7927344651095732,0.7618842512495194,0.08928252303053374
b_resnet152_umap_200_decision_tree,10,0.5367647058823529,0.5651260504201681,0.6176470588235294,0.5674789915966387,0.06966747526011087,0.4533333333333333,0.5092592592592593,0.5649350649350648,0.5218805788402563,0.09395597051403365,0.4533333333333333,0.5092592592592593,0.5649350649350648,0.5218805788402563,0.09395597051403365,0.547979797979798,0.5876198779424586,0.6585365853658536,0.5970466388858214,0.0711878335399552,0.5306571815718157,0.5642330642330642,0.5977513077456356,0.5594636088630388,0.0681681800938861,0.5367647058823529,0.5662785947712419,0.6168811274509804,0.567749183006536,0.06918344050742431,0.07388894838137137,0.13881078816004078,0.25124157970047895,0.14313187599733246,0.14443226300590292,0.5689338235294118,0.6176470588235294,0.7454044117647058,0.6636029411764706,0.12215930681626375,0.3619281045751634,0.4411764705882353,0.5416666666666667,0.4718954248366013,0.1232064187697226,0.5270897832817337,0.5458333333333334,0.5817307692307693,0.5480899930822531,0.05794825723866463,0.5470588235294118,0.6,0.6828947368421052,0.6037601356332007,0.09918418569758672,0.5367647058823529,0.5662785947712419,0.6168811274509803,0.567749183006536,0.06918344050742432
b_resnet152_umap_200_rbf_svm,10,0.5588235294117647,0.6285714285714286,0.698529411764706,0.6404201680672268,0.09468818832288331,0.5880566801619433,0.6476190476190475,0.7206554878048781,0.6572525475994044,0.09479127329542499,0.5880566801619433,0.6476190476190475,0.7206554878048781,0.6572525475994044,0.09479127329542499,0.5542521994134897,0.5935935935935936,0.6988095238095238,0.6153278559354755,0.11041184862580823,0.5561317496801368,0.6261136712749615,0.6941833220415538,0.63629020176744,0.09618911709046904,0.5588235294117647,0.6274509803921569,0.6985294117647058,0.6397058823529411,0.09535893247587293,0.12041501844491265,0.257443975022829,0.4078077444787089,0.28438345001918225,0.19172486167174846,0.48529411764705876,0.5882352941176471,0.7242647058823529,0.6000000000000001,0.1444394998857956,0.6111111111111112,0.6764705882352942,0.7222222222222222,0.6794117647058824,0.12089491284843132,0.5677083333333334,0.626984126984127,0.7004643962848298,0.6452394466558553,0.10495336495121226,0.5595238095238095,0.6220238095238095,0.7117647058823529,0.644491766403531,0.10056742546080585,0.6721453287197232,0.7153979238754326,0.756199538638985,0.7137675413302577,0.09405515139724295
b_resnet152_umap_200_linear_svm,10,0.5955882352941176,0.6285714285714286,0.6911764705882353,0.6492436974789916,0.13033502375331993,0.5869990224828935,0.6180555555555556,0.6472007722007722,0.6360149602891538,0.14047012266105247,0.5869990224828935,0.6180555555555556,0.6472007722007722,0.6360149602891538,0.14047012266105247,0.5733901515151515,0.6486486486486487,0.7121212121212122,0.6579238329238329,0.127163160582622,0.5937658929090381,0.6273546273546273,0.6837797619047619,0.6469693966064933,0.1308484140456319,0.5955882352941176,0.6290849673202614,0.6911764705882353,0.6500816993464051,0.12914419581282063,0.19303992796251546,0.2598892121436429,0.40410828178740055,0.3036999450090296,0.25997514392380133,0.5689338235294118,0.7058823529411765,0.7389705882352942,0.6897058823529412,0.14173576915642067,0.5359477124183006,0.5882352941176471,0.6617647058823529,0.6104575163398693,0.15722392454216694,0.6,0.6125,0.647025171624714,0.6343206641924504,0.128442202730107,0.5921052631578947,0.6547619047619048,0.7401960784313725,0.6731142954053172,0.138736072342192,0.6842560553633218,0.7204921184159938,0.7719146482122261,0.7299428104575163,0.09154187947800607
b_resnet152_umap_200_mlp,10,0.5035714285714286,0.5294117647058824,0.5808823529411765,0.5436134453781511,0.0633802016187847,0.36322188449848025,0.6594202898550725,0.6858974358974359,0.5169750095726044,0.25865111514841593,0.36322188449848025,0.6594202898550725,0.6858974358974359,0.5169750095726044,0.25865111514841593,0.12698412698412695,0.4122257053291536,0.639795918367347,0.37424906831048743,0.28501474185674297,0.34565700257189613,0.4421096501841843,0.4802397838568051,0.44561203894154594,0.11381484405579417,0.5,0.5277777777777778,0.578125,0.5413807189542483,0.0633929517208683,0.0,0.08819874272780359,0.26041952769838284,0.11162145043401901,0.16406484527699117,0.07536764705882353,0.32352941176470584,0.838235294117647,0.43014705882352944,0.4199874874557302,0.3161764705882352,0.8006535947712419,0.9705882352941176,0.6526143790849673,0.39826414208830024,0.5,0.5580645161290323,0.673076923076923,0.5906379239040529,0.2144089237158667,0.5172413793103449,0.5625,0.6363636363636364,0.6077510227358097,0.16059437022325873,0.4795751633986928,0.5397923875432526,0.6760380622837371,0.5996732026143791,0.16082501586107378
b_resnet152_umap_200_logistic,10,0.707983193277311,0.7352941176470589,0.7697478991596639,0.7309243697478992,0.07323395354237844,0.7068311195445921,0.7325396825396826,0.78328173374613,0.7338821971912705,0.0701658395832732,0.7068311195445921,0.7325396825396826,0.78328173374613,0.7338821971912705,0.0701658395832732,0.6961805555555556,0.7386363636363636,0.7627186009538951,0.7263849745467393,0.07922081417542269,0.7071589052287582,0.7341410115603664,0.7684791021671826,0.7301335858690049,0.07330039752069983,0.7083333333333333,0.735702614379085,0.7683823529411765,0.7314542483660131,0.0743175829157788,0.4191804636861606,0.47474798226239456,0.5407888026543488,0.46593152791147674,0.150860346184757,0.661764705882353,0.7573529411764706,0.7647058823529411,0.736764705882353,0.10421999788177654,0.6519607843137255,0.7222222222222222,0.7647058823529411,0.7261437908496732,0.08703424210421615,0.6881578947368421,0.7196078431372549,0.7610294117647058,0.721435758513932,0.08364857067964257,0.7006578947368421,0.7573529411764706,0.7804621848739496,0.7475551624158436,0.08775562964675586,0.759515570934256,0.7778799019607843,0.833044982698962,0.7918853325643983,0.0869788110386962
b_resnet152_umap_200_random_forest,10,0.6470588235294118,0.6957983193277311,0.7573529411764706,0.707310924369748,0.06417445808044009,0.53125,0.6961789375582479,0.7430555555555556,0.6587619313024993,0.12187971899013748,0.53125,0.6961789375582479,0.7430555555555556,0.6587619313024993,0.12187971899013748,0.6974431818181819,0.7272727272727273,0.7680995475113123,0.733789535627771,0.05107858749878165,0.6216856060606061,0.694772897897898,0.755277409372237,0.696275733465135,0.0753213086480108,0.6519607843137255,0.6947508169934641,0.7573529411764706,0.7093137254901961,0.06269517739700929,0.3653958114577026,0.42307900134710347,0.5229269834667201,0.4457284124898685,0.10810325162044626,0.7325367647058824,0.8235294117647058,0.926470588235294,0.8264705882352941,0.11823027417561742,0.4117647058823529,0.6470588235294118,0.7222222222222222,0.5921568627450979,0.18358141887069815,0.6023391812865497,0.6846590909090908,0.7135416666666666,0.6727604625050445,0.07790207025827604,0.7416666666666667,0.8229166666666667,0.8511904761904762,0.8066551796157059,0.09758217791507305,0.7775284746251442,0.8234332948865821,0.8337658592848904,0.8059214004229144,0.04173626402750135
b_resnet152_umap_200_adaboost,10,0.6838235294117647,0.7247899159663866,0.7573529411764706,0.7308403361344539,0.05198935392822871,0.6666666666666666,0.7165775401069518,0.7602564102564102,0.7229887917269322,0.07200131101130167,0.6666666666666666,0.7165775401069518,0.7602564102564102,0.7229887917269322,0.07200131101130167,0.7027027027027027,0.72953216374269,0.7663594470046082,0.7332077852187916,0.039219043618916816,0.6825814536340853,0.7217476292019902,0.7548188653451811,0.7280982884728618,0.05106222704534372,0.6838235294117647,0.7224264705882353,0.7645526960784315,0.7303104575163399,0.05088715494887559,0.3748412553172789,0.45177287660627635,0.547605343338387,0.47091382024973205,0.10921846092783462,0.7058823529411765,0.7647058823529411,0.7647058823529411,0.7544117647058823,0.08475928214222714,0.5939542483660131,0.6568627450980392,0.8014705882352942,0.7062091503267973,0.13422539312230486,0.6666666666666666,0.6830143540669856,0.7574786324786325,0.726462455672982,0.09293040476951951,0.7142857142857143,0.75,0.7673992673992674,0.7550886613386614,0.06349075909546278,0.7662677816224529,0.7989355055747789,0.8233762254901961,0.8025747308727412,0.05194358419852928
b_resnet152_umap_200_gaussian_nb,10,0.6764705882352942,0.7058823529411765,0.7409663865546219,0.7223529411764706,0.10055140680584654,0.6892857142857143,0.7304029304029305,0.7610294117647058,0.7356787330316743,0.09910092134018969,0.6892857142857143,0.7304029304029305,0.7610294117647058,0.7356787330316743,0.09910092134018969,0.6262315270935961,0.6881720430107527,0.7344497607655502,0.7026643862754506,0.11165672068255346,0.6710370089680435,0.6990914786967418,0.7383568044858368,0.7191715596535624,0.10166237173890452,0.6764705882352942,0.7058823529411764,0.7391748366013072,0.7221813725490197,0.10091816022112492,0.3574836611794549,0.43187275114575685,0.48542465225511044,0.4518601227640433,0.1994157325820201,0.5533088235294118,0.6470588235294118,0.7610294117647058,0.6845588235294118,0.15205760672576696,0.7099673202614379,0.7712418300653594,0.8308823529411765,0.7598039215686275,0.12220115236312558,0.6887019230769231,0.7279411764705883,0.7804621848739496,0.7367690724308371,0.10267127021185007,0.6403162055335968,0.6904761904761905,0.7647058823529411,0.7229496100659784,0.11315007571052643,0.7308246828143021,0.754325259515571,0.784818339100346,0.7652579536716646,0.09829297388291004
b_resnet152_umap_250_decision_tree,10,0.4779411764705882,0.5508403361344538,0.6029411764705883,0.55,0.07741158753248006,0.44211822660098515,0.5071428571428571,0.5645161290322581,0.5096843053127815,0.09220763205193873,0.44211822660098515,0.5071428571428571,0.5645161290322581,0.5096843053127815,0.09220763205193873,0.5161943319838056,0.6049896049896051,0.6235119047619048,0.5782108982766878,0.08529713127842799,0.4764542748917749,0.5364405709233295,0.5998256320836965,0.5439476017947344,0.07792048605396322,0.4779411764705882,0.553921568627451,0.6084558823529411,0.5526348039215686,0.07986526387912356,-0.04539206495016015,0.11399404492138371,0.22335509437474393,0.10999789725367785,0.16602874054540326,0.5882352941176471,0.6176470588235294,0.7389705882352942,0.6415441176470588,0.13539587055292177,0.3676470588235294,0.48529411764705876,0.5,0.4637254901960784,0.11349330215436282,0.4821428571428571,0.5327272727272727,0.5660714285714286,0.5330481366459627,0.0709288727191695,0.5,0.5773809523809523,0.6236842105263157,0.5819907285696759,0.11220774718814325,0.47794117647058826,0.5539215686274509,0.6084558823529411,0.5526348039215685,0.07986526387912356
b_resnet152_umap_250_rbf_svm,10,0.5955882352941176,0.6323529411764706,0.6571428571428571,0.6343697478991597,0.06888871551128685,0.6829268292682927,0.6921052631578948,0.7127976190476191,0.6811363265888297,0.06947550745951811,0.6829268292682927,0.6921052631578948,0.7127976190476191,0.6811363265888297,0.06947550745951811,0.5185185185185185,0.5584415584415584,0.6116071428571428,0.5571182058682058,0.11811334877038468,0.5690118373045202,0.6182184798038457,0.6516682330827067,0.6191272662285178,0.07860635225706493,0.5955882352941176,0.6323529411764706,0.6544117647058824,0.6329656862745099,0.0679047235694825,0.2581988897471611,0.31231611518087055,0.32399076903042684,0.2893932890231468,0.133615239766316,0.4264705882352941,0.48529411764705876,0.5735294117647058,0.49338235294117644,0.14925645522771672,0.7222222222222222,0.8235294117647058,0.8308823529411765,0.7725490196078432,0.13040266746615053,0.671875,0.7,0.7272727272727273,0.7056926406926407,0.13278390615827712,0.5625,0.5960144927536233,0.64375,0.6182082748948107,0.07031163792093395,0.6695501730103807,0.7128988850442137,0.7373125720876585,0.7102784986543638,0.07623123353575663
b_resnet152_umap_250_linear_svm,10,0.5911764705882353,0.6378151260504201,0.6691176470588236,0.637563025210084,0.0837146608082735,0.6015151515151516,0.6180555555555556,0.6578947368421052,0.6316301564586294,0.09624714858793357,0.6015151515151516,0.6180555555555556,0.6578947368421052,0.6316301564586294,0.09624714858793357,0.5882352941176471,0.6469049694856146,0.6798245614035088,0.639324587977714,0.08248753124480186,0.5910947712418301,0.634729945256261,0.6669073307178146,0.6354773722181717,0.08448833106010889,0.5910947712418301,0.6388888888888888,0.6691176470588236,0.6387867647058824,0.08252517274514069,0.18601279615767005,0.28010689183666293,0.34457987868383877,0.2801886789675905,0.16514357400699844,0.5882352941176471,0.6654411764705883,0.7389705882352942,0.6599264705882353,0.10492443524139954,0.5637254901960784,0.5996732026143792,0.6821895424836601,0.6176470588235294,0.12548527889180136,0.5911764705882353,0.6172161172161172,0.631578947368421,0.6277036907880561,0.08739571720223802,0.5939542483660131,0.6583333333333333,0.6858974358974359,0.6551544207426561,0.08600832890511768,0.7006920415224914,0.7178969627066513,0.7439446366782007,0.7282187139561708,0.07723923004811378
b_resnet152_umap_250_mlp,10,0.5,0.5361344537815126,0.5808823529411765,0.5499159663865546,0.08293227881744132,0.604703247480403,0.6666666666666666,0.6923076923076923,0.6175038142754277,0.12329141685539377,0.604703247480403,0.6666666666666666,0.6923076923076923,0.6175038142754277,0.12329141685539377,0.0238095238095238,0.16081871345029236,0.5765151515151515,0.2980801532406153,0.30730140236730846,0.34565700257189613,0.4255050505050505,0.5498925886143932,0.45779198375802144,0.13789381489607772,0.5,0.5147058823529411,0.5808823529411765,0.548611111111111,0.08722167871461506,0.0,0.08823529411764705,0.23289206495016018,0.12077494323642868,0.19797362045631606,0.014705882352941175,0.08823529411764705,0.6911764705882353,0.32205882352941173,0.3831188909240221,0.6348039215686275,0.9117647058823529,1.0,0.7751633986928105,0.2870852981218644,0.5207407407407407,0.6153846153846154,0.8333333333333333,0.6533618233618234,0.2716908110086759,0.5,0.5294117647058824,0.5613839285714286,0.5752100391438626,0.1288139473934375,0.5546424452133794,0.6496119281045751,0.6738754325259516,0.6116721933871587,0.1015144753752653
b_resnet152_umap_250_logistic,10,0.7352941176470589,0.7571428571428571,0.8161764705882353,0.7690756302521008,0.08898556128465387,0.7272727272727273,0.7731152204836416,0.8277027027027027,0.7768228310333573,0.09000045695508299,0.7272727272727273,0.7731152204836416,0.8277027027027027,0.7768228310333573,0.09000045695508299,0.7179723502304147,0.7533783783783784,0.8029233870967742,0.7594469715840684,0.08938414710360068,0.7336790498080821,0.7558757920600025,0.8153130448997385,0.7681349013087129,0.08886413004322348,0.7352941176470589,0.7573529411764706,0.8155637254901961,0.7690563725490197,0.08901803399792252,0.4730762515267131,0.5198274600627539,0.6352866920533445,0.542813947663621,0.1809144311143878,0.661764705882353,0.7573529411764706,0.7647058823529411,0.7430147058823529,0.09397919887519048,0.7058823529411765,0.8284313725490196,0.8700980392156863,0.7950980392156863,0.11943936529211871,0.7055555555555555,0.7928571428571429,0.8500000000000001,0.7832691409897293,0.11651477728825547,0.7124999999999999,0.7697368421052632,0.7973684210526316,0.7643373138729177,0.08412531318336519,0.754130022106882,0.7953671664744328,0.8192041522491349,0.8026756535947712,0.0742669740926454
b_resnet152_umap_250_random_forest,10,0.6470588235294118,0.6911764705882353,0.7409663865546219,0.6874789915966387,0.08719492478036309,0.6,0.6774193548387097,0.7318181818181818,0.6559883035022078,0.11266741624972645,0.6,0.6774193548387097,0.7318181818181818,0.6559883035022078,0.11266741624972645,0.6575391180654339,0.6934566145092461,0.7567567567567568,0.7093087861380545,0.07697383707083956,0.6421052631578947,0.6851802839706065,0.739815328525006,0.6826485448201312,0.09014275547564563,0.6493566176470588,0.6871936274509804,0.7426470588235294,0.6893178104575164,0.08661369448084588,0.30855922598003427,0.38600150784755016,0.49082818954969215,0.3894199260584004,0.17803981773858255,0.7205882352941176,0.7886029411764706,0.8235294117647058,0.7841911764705882,0.11265248220702835,0.5294117647058824,0.5996732026143792,0.6617647058823529,0.5944444444444444,0.13471955503502686,0.6047619047619047,0.6659090909090909,0.7,0.6553679653679654,0.08006712970520491,0.6844405594405594,0.7321428571428572,0.7964285714285715,0.7452181152181152,0.11730840302213258,0.7454855103806228,0.7954873125720877,0.8278546712802768,0.7978920367166474,0.07940284647671916
b_resnet152_umap_250_adaboost,10,0.6495798319327731,0.6911764705882353,0.7884453781512605,0.7163865546218489,0.0793070859682134,0.6305147058823529,0.6923076923076923,0.7944444444444445,0.709737533708122,0.09239055141956265,0.6305147058823529,0.6923076923076923,0.7944444444444445,0.709737533708122,0.09239055141956265,0.6519607843137255,0.7184210526315788,0.7820855614973261,0.7188442761199514,0.0766939243766502,0.6477941176470589,0.6855367862627391,0.7882650029708853,0.7142909049140366,0.08044567393057027,0.6507352941176471,0.6880106209150326,0.7891646241830065,0.7165849673202616,0.07985099382057909,0.30729559349561586,0.3865801708760369,0.5775626532742719,0.4375914599862072,0.15804181232012046,0.661764705882353,0.7647058823529411,0.8207720588235294,0.7426470588235294,0.09918145867793286,0.5882352941176471,0.7124183006535948,0.7777777777777778,0.6905228758169935,0.12330124979140503,0.6354489164086687,0.6794871794871795,0.7647058823529411,0.7031275102307543,0.0862781416450009,0.6666666666666666,0.7596153846153846,0.7865497076023392,0.7390403799846524,0.08342715755297773,0.7439446366782008,0.7629757785467128,0.8017258986928105,0.7770911428296811,0.07124968441057454
b_resnet152_umap_250_gaussian_nb,10,0.625,0.6810924369747899,0.75,0.6986554621848738,0.10776868178076597,0.6832477535301669,0.6866071428571429,0.7628205128205128,0.7096095972424703,0.11167299957224859,0.6832477535301669,0.6866071428571429,0.7628205128205128,0.7096095972424703,0.11167299957224859,0.6112903225806452,0.6576576576576576,0.7430555555555556,0.6810145917807209,0.11762327658408418,0.6215114945165878,0.6788727401630628,0.7491319444444444,0.6953120945115956,0.10967392960379636,0.625,0.6797385620915033,0.7493872549019607,0.698468137254902,0.10704164969208624,0.2693026088939711,0.36348070650037156,0.4994943869411745,0.4021423548727451,0.2116854958176209,0.5974264705882353,0.6764705882352942,0.7389705882352942,0.6665441176470589,0.14339858714866133,0.661764705882353,0.7712418300653594,0.8120915032679739,0.7303921568627451,0.1381532485188963,0.6850328947368421,0.6961538461538461,0.7410714285714286,0.709211972238288,0.10999629355900552,0.625,0.6666666666666666,0.7458333333333333,0.6984126984126984,0.10803307745586523,0.6930507497116494,0.7275086505190311,0.7822952710495964,0.7410527201076509,0.09777646507201347
b_resnet152_umap_300_decision_tree,10,0.5147058823529411,0.5882352941176471,0.5882352941176471,0.5469747899159664,0.08211961267351175,0.4540942928039702,0.5,0.5471264367816092,0.48521440899638896,0.11224225699086386,0.4540942928039702,0.5,0.5471264367816092,0.48521440899638896,0.11224225699086386,0.527992277992278,0.6300751879699248,0.65,0.5873962805881312,0.08849900383468157,0.5108979947689625,0.569551282051282,0.580592105263158,0.5363053447922601,0.08535536222978893,0.5138888888888888,0.588235294117647,0.5975796568627451,0.5495098039215686,0.08015632800326833,0.027923593886113027,0.18508832191961005,0.21545785591301894,0.10358863870588834,0.1695820320138864,0.6029411764705883,0.6966911764705883,0.7647058823529411,0.6705882352941176,0.13589354635163167,0.3888888888888889,0.4117647058823529,0.4705882352941176,0.4284313725490196,0.12832271750398164,0.5083333333333333,0.5508333333333333,0.5698757763975155,0.5285631976718933,0.07189265852843775,0.5197368421052632,0.6258741258741258,0.6617647058823529,0.5797852482914403,0.11307657168807206,0.5138888888888888,0.588235294117647,0.5975796568627451,0.5495098039215686,0.08015632800326832
