experiment,folds,accuracy_q1,accuracy_median,accuracy_q3,f1_q1,f1_median,f1_q3,balanced_accuracy_q1,balanced_accuracy_median,balanced_accuracy_q3,roc_auc_q1,roc_auc_median,roc_auc_q3
approach_d_mobilenet_resnet50_pca100_each_rbf_svm,10,0.8823529411764706,0.8823529411764706,0.9071428571428571,0.8903508771929824,0.8947368421052632,0.9173076923076924,0.8758680555555556,0.8823529411764706,0.9048202614379085,0.9645088427527874,0.9782475490196079,0.9852941176470589
