rank_position,experiment,approach,model,extractors,reduction,components,classifier,average_friedman_rank,folds,accuracy_q1,accuracy_median,accuracy_q3,accuracy_mean,accuracy_std,f1_q1,f1_median,f1_q3,f1_mean,f1_std,f1_clear_q1,f1_clear_median,f1_clear_q3,f1_clear_mean,f1_clear_std,f1_obstructed_q1,f1_obstructed_median,f1_obstructed_q3,f1_obstructed_mean,f1_obstructed_std,macro_f1_q1,macro_f1_median,macro_f1_q3,macro_f1_mean,macro_f1_std,balanced_accuracy_q1,balanced_accuracy_median,balanced_accuracy_q3,balanced_accuracy_mean,balanced_accuracy_std,mcc_q1,mcc_median,mcc_q3,mcc_mean,mcc_std,obstructed_recall_q1,obstructed_recall_median,obstructed_recall_q3,obstructed_recall_mean,obstructed_recall_std,clear_recall_q1,clear_recall_median,clear_recall_q3,clear_recall_mean,clear_recall_std,obstructed_precision_q1,obstructed_precision_median,obstructed_precision_q3,obstructed_precision_mean,obstructed_precision_std,clear_precision_q1,clear_precision_median,clear_precision_q3,clear_precision_mean,clear_precision_std,roc_auc_q1,roc_auc_median,roc_auc_q3,roc_auc_mean,roc_auc_std,tn_obstructed,fp_obstructed_as_clear,fn_clear_as_obstructed,tp_clear,training_seconds_total,prediction_seconds_total,pooled_accuracy,pooled_obstructed_recall,pooled_clear_recall,accuracy_iqr
59,a_efficientnetb0_linear_svm,A,EfficientNetB0; full features; linear SVM,EfficientNetB0,full,,linear_svm,190.7,10,0.8922268907563025,0.9117647058823528,0.913655462184874,0.906470588235294,0.0385580105589926,0.8890374331550802,0.9166023166023168,0.918918918918919,0.909696958830086,0.0377613597013356,0.8890374331550802,0.9166023166023168,0.918918918918919,0.909696958830086,0.0377613597013356,0.8924731182795698,0.906158357771261,0.912987012987013,0.902569127846642,0.0399778862980662,0.8919837769458263,0.9113803371867888,0.9134257634257634,0.906133043338364,0.0385943836280049,0.8928717320261438,0.9117647058823528,0.9133476307189544,0.9061070261437908,0.0380971782275156,0.7887265226020155,0.8249579113843054,0.8348731837206111,0.8163398538080763,0.076876228451268,0.875,0.8823529411764706,0.9402573529411764,0.8863970588235294,0.0583737399188258,0.8823529411764706,0.9166666666666666,0.9861111111111112,0.9258169934640524,0.0603578247331442,0.8823529411764706,0.911111111111111,0.984375,0.9233200034399726,0.0598965231157509,0.8854489164086687,0.8973684210526316,0.9375,0.8971921224630203,0.0488618863494257,0.9627727316416764,0.9747753267973857,0.9757785467128028,0.9650843425605536,0.0270932007336954,148.0,19.0,13.0,162.0,10.29187924892176,1.5724710340728048,0.9064327485380117,0.8862275449101796,0.9257142857142857,0.021428571428571574
60,a_mobilenetv2_mlp,A,MobileNetV2; full features; MLP,MobileNetV2,full,,mlp,189.65,10,0.8823529411764706,0.9117647058823528,0.9338235294117646,0.9039495798319328,0.0521505891818316,0.8903508771929824,0.9090909090909092,0.9344537815126048,0.9034475616402862,0.0550723524330832,0.8903508771929824,0.9090909090909092,0.9344537815126048,0.9034475616402862,0.0550723524330832,0.86875,0.9116883116883118,0.9344537815126048,0.9037120541996704,0.0508553220195096,0.8810124269005848,0.9116883116883115,0.9338044308632544,0.9035798079199784,0.0524702077202974,0.8823529411764706,0.9124795751633986,0.9350490196078431,0.9053717320261436,0.0518021936104862,0.7742391039324757,0.8249579113843054,0.8711916600282007,0.8154815485352396,0.1000914442482382,0.8961397058823529,0.9411764705882352,0.9852941176470588,0.9231617647058824,0.0785930089960466,0.8455882352941176,0.8888888888888888,0.9411764705882352,0.8875816993464053,0.0903049451920993,0.8521671826625387,0.8888888888888888,0.9392156862745096,0.8928124232149,0.0799211377454588,0.8883928571428572,0.9393382352941176,0.9852941176470588,0.9275053442429604,0.066842170628265,0.96280276816609,0.9832516339869282,0.99133145905421,0.9671184159938486,0.0367588982750093,154.0,13.0,20.0,155.0,27.35330894298386,0.0691975299268955,0.9035087719298246,0.9221556886227545,0.8857142857142857,0.051470588235294046
61,a_resnet50_mlp,A,ResNet50; full features; MLP,ResNet50,full,,mlp,189.25,10,0.8634453781512604,0.9117647058823528,0.913655462184874,0.9036134453781512,0.0435014095786405,0.8760683760683761,0.9166023166023168,0.9230769230769232,0.9090071490071492,0.0430147723052839,0.8760683760683761,0.9166023166023168,0.9230769230769232,0.9090071490071492,0.0430147723052839,0.8673986486486487,0.896551724137931,0.9090909090909092,0.8964660091884784,0.0462695759829099,0.8629922536172536,0.9098143236074272,0.9134257634257634,0.9027365790978138,0.0438943540962282,0.8651960784313726,0.90625,0.9129901960784316,0.902471405228758,0.0427223974449037,0.7464250946787023,0.8272352833322618,0.8345229603962802,0.815056428902772,0.0823616829831673,0.8152573529411764,0.8529411764705882,0.9237132352941176,0.85625,0.0752544782426841,0.9411764705882352,0.9722222222222222,1.0,0.9486928104575164,0.0721927239252499,0.934375,0.96875,1.0,0.9483333333333333,0.0676490124753413,0.8458646616541353,0.873015873015873,0.9236842105263156,0.8771223513328776,0.0556931454944018,0.9173304738562092,0.9467993079584772,0.979193699538639,0.9446943483275664,0.0438759883759392,143.0,24.0,9.0,166.0,65.58322669897461,0.08290412690257609,0.9035087719298246,0.8562874251497006,0.9485714285714286,0.0502100840336136
62,a_efficientnetb0_logistic,A,EfficientNetB0; full features; logistic regression,EfficientNetB0,full,,logistic,188.6,10,0.8922268907563025,0.9117647058823528,0.9338235294117646,0.9063865546218488,0.0433680030209304,0.8890374331550802,0.9166023166023168,0.939102564102564,0.9080057127115952,0.0452178925480516,0.8890374331550802,0.9166023166023168,0.939102564102564,0.9080057127115952,0.0452178925480516,0.8908045977011494,0.906158357771261,0.9316964285714286,0.9041088752047826,0.0420417197608501,0.8916692671763666,0.9113803371867888,0.9336512445887446,0.9060572939581888,0.0433292916249687,0.8920036764705882,0.9117647058823528,0.9340277777777778,0.9061070261437908,0.0432510671410561,0.7890294955380082,0.8297404358902928,0.8706233399668521,0.8162692172396688,0.0870004279297293,0.838235294117647,0.9375,0.9411764705882352,0.8981617647058824,0.0569833174862751,0.8455882352941176,0.9166666666666666,0.9861111111111112,0.9140522875816994,0.073447465027699,0.8521671826625387,0.9131944444444444,0.9852941176470588,0.914888630890953,0.0706823172691185,0.8616071428571428,0.9375,0.943627450980392,0.9055182072829132,0.0482342744653486,0.9652267156862744,0.9740063917723952,0.978352676855056,0.9678885524798154,0.0263369058635335,150.0,17.0,15.0,160.0,8.15142865193775,0.1131068399990904,0.9064327485380117,0.8982035928143712,0.9142857142857143,0.04159663865546215
63,a_mobilenet_random_forest,A,MobileNet; full features; random forest,MobileNet,full,,random_forest,188.15,10,0.8823529411764706,0.9117647058823528,0.9411764705882352,0.9036974789915966,0.05075859036032,0.8823529411764706,0.9090909090909092,0.9402573529411764,0.9025382808625844,0.0533116192149975,0.8823529411764706,0.9090909090909092,0.9402573529411764,0.9025382808625844,0.0533116192149975,0.8823529411764706,0.9142857142857144,0.9416666666666668,0.9044492162139222,0.0487179680179957,0.8823529411764706,0.9116883116883115,0.9408168859649122,0.9034937485382531,0.0508273394209775,0.8831188725490196,0.9117647058823528,0.9402573529411764,0.904187091503268,0.050200653901884,0.7662377450980392,0.8249579113843054,0.8882454793452145,0.8113705202242609,0.1004736426427022,0.8823529411764706,0.9393382352941176,0.9852941176470588,0.9283088235294118,0.0613541149569067,0.8823529411764706,0.8823529411764706,0.8872549019607843,0.8800653594771243,0.0712829593521409,0.8768382352941176,0.8888888888888888,0.8947368421052632,0.8849114207086343,0.0646374743831125,0.8867647058823529,0.9375,0.984375,0.929485294117647,0.0590591968081697,0.9316128412149174,0.96280276816609,0.9735918877354864,0.9536524413687044,0.031325740884421,155.0,12.0,21.0,154.0,5.394141412980389,0.0977686510886992,0.9035087719298246,0.9281437125748503,0.88,0.05882352941176461
64,a_efficientnetb1_random_forest,A,EfficientNetB1; full features; random forest,EfficientNetB1,full,,random_forest,188.1,10,0.8823529411764706,0.9117647058823528,0.942436974789916,0.9036974789915966,0.0594777544684124,0.8768382352941176,0.9161184210526316,0.9458204334365324,0.9044521229544452,0.0597803916839322,0.8768382352941176,0.9161184210526316,0.9458204334365324,0.9044521229544452,0.0597803916839322,0.8705882352941177,0.911111111111111,0.9444444444444444,0.9023054070112894,0.0597379946111656,0.8810124269005848,0.9113519091847264,0.9423508986928104,0.9033787649828672,0.0594804310752657,0.8794424019607843,0.9099264705882352,0.943627450980392,0.9033292483660132,0.0595993208883074,0.7654498571093065,0.8287327542758811,0.8909868832195984,0.8104168657237686,0.1200307619498915,0.8363970588235294,0.9117647058823528,0.9852941176470588,0.9099264705882352,0.0765171191390393,0.838235294117647,0.8856209150326797,0.9444444444444444,0.8967320261437909,0.0754423166311776,0.8521671826625387,0.8947368421052632,0.9380252100840336,0.898498697724704,0.0722602799658411,0.8580882352941176,0.9166666666666666,0.9861111111111112,0.915718954248366,0.0708068459823303,0.9338235294117648,0.974144559784698,0.9904513888888888,0.9634948096885813,0.0326082805995155,152.0,15.0,18.0,157.0,17.053201472037472,0.1015019529149862,0.9035087719298246,0.9101796407185628,0.8971428571428571,0.06008403361344539
65,a_mobilenet_resnet101_random_forest,A,MobileNet+ResNet101; full features; random forest,MobileNet+ResNet101,full,,random_forest,187.5,10,0.8642857142857142,0.9117647058823528,0.9411764705882352,0.9066386554621848,0.0508763212694148,0.865079365079365,0.9186813186813187,0.9402573529411764,0.9095404187315952,0.048732414606809,0.865079365079365,0.9186813186813187,0.9402573529411764,0.9095404187315952,0.048732414606809,0.8634453781512604,0.90282131661442,0.943627450980392,0.9031138134459636,0.0535847580415518,0.8642623716153127,0.9107513176478694,0.941125408496732,0.9063271160887794,0.0509650349022961,0.8647875816993464,0.9090073529411764,0.943627450980392,0.9066380718954248,0.0512647078455144,0.7295751633986929,0.8297404358902928,0.8887974958263263,0.8168129811768953,0.1022561006301464,0.838235294117647,0.8823529411764706,0.9852941176470588,0.8988970588235293,0.0846076514323141,0.8823529411764706,0.8888888888888888,0.943627450980392,0.9143790849673205,0.0550038822944542,0.8768382352941176,0.8918128654970761,0.9402573529411764,0.911965514275886,0.0560883710199702,0.8634453781512604,0.8888888888888888,0.9861111111111112,0.9084525038085408,0.0747710864508213,0.9233798298731256,0.9458861976163015,0.9952332035755478,0.9524726066897348,0.0418369149176393,150.0,17.0,15.0,160.0,9.80333604698535,0.1116078330087471,0.9064327485380117,0.8982035928143712,0.9142857142857143,0.07689075630252096
66,a_xception_resnet50_random_forest,A,Xception+ResNet50; full features; random forest,Xception+ResNet50,full,,random_forest,186.75,10,0.8611344537815125,0.9117647058823528,0.9411764705882352,0.903781512605042,0.0643249119191284,0.8725961538461539,0.9116883116883118,0.943627450980392,0.9050750393397452,0.0633072729964977,0.8725961538461539,0.9116883116883118,0.943627450980392,0.9050750393397452,0.0633072729964977,0.8486842105263158,0.9116883116883118,0.9402573529411764,0.9015285233875764,0.0670901968770077,0.8584850097724417,0.9116883116883115,0.941125408496732,0.9033017813636608,0.0646773806226492,0.8576388888888888,0.9117647058823528,0.943627450980392,0.9040032679738562,0.064791067306995,0.7333236275426092,0.8249579113843054,0.8887974958263263,0.8128450897766285,0.1276573507250869,0.8823529411764706,0.9117647058823528,0.9852941176470588,0.9044117647058822,0.091247600338168,0.838235294117647,0.915032679738562,0.9861111111111112,0.90359477124183,0.088003002549434,0.8315972222222222,0.905982905982906,0.984375,0.9049852194589036,0.0816465562677795,0.8784722222222222,0.9161184210526316,0.9861111111111112,0.9127871762740184,0.0786319203917974,0.9294982698961938,0.9627306805074972,0.9800587514417533,0.9568230968858132,0.0301321761026713,151.0,16.0,17.0,158.0,15.120991377858445,0.1251148929586629,0.9035087719298246,0.9041916167664671,0.9028571428571428,0.08004201680672263
67,a_resnet101_mobilenetv2_random_forest,A,ResNet101+MobileNetV2; full features; random forest,ResNet101+MobileNetV2,full,,random_forest,186.4,10,0.8823529411764706,0.8840336134453781,0.9338235294117646,0.9036974789915966,0.0432720075073055,0.8823529411764706,0.8944444444444444,0.9331550802139036,0.9061005008063832,0.0422029888858465,0.8823529411764706,0.8944444444444444,0.9331550802139036,0.9061005008063832,0.0422029888858465,0.8616071428571428,0.8856209150326797,0.9344537815126048,0.9003868517103809,0.0459475276675082,0.8794146825396825,0.8839869281045751,0.9338044308632544,0.9032436762583822,0.0435274420365173,0.8768382352941176,0.8848039215686274,0.9338235294117646,0.903513071895425,0.0441520112809304,0.7660427970364109,0.7802014043616081,0.8680041837284292,0.811088422358423,0.0854064963737891,0.838235294117647,0.9117647058823528,0.9411764705882352,0.898529411764706,0.0815701592993415,0.8823529411764706,0.9117647058823528,0.943627450980392,0.9084967320261438,0.0542041625473844,0.8768382352941176,0.911111111111111,0.9411764705882352,0.9078543171654626,0.0521076170522456,0.8521671826625387,0.9099264705882352,0.9402573529411764,0.9074502767614224,0.0658839322315491,0.945069204152249,0.9630821078431372,0.9904664071510958,0.9587328191080352,0.0385574888360075,150.0,17.0,16.0,159.0,7.869574369222391,0.11109926400240461,0.9035087719298246,0.8982035928143712,0.9085714285714286,0.051470588235294046
68,a_inceptionresnetv2_logistic,A,InceptionResNetV2; full features; logistic regression,InceptionResNetV2,full,,logistic,184.7,10,0.8823529411764706,0.8987394957983192,0.9344537815126048,0.906470588235294,0.0359789719422301,0.8854489164086687,0.9094594594594596,0.9380630630630632,0.9122462887478366,0.033588703669332,0.8854489164086687,0.9094594594594596,0.9380630630630632,0.9122462887478366,0.033588703669332,0.8768382352941176,0.8927893738140417,0.9303977272727272,0.8992572102154645,0.0402751320845091,0.8823529411764706,0.8979703918689488,0.9342303951678952,0.9057517494816504,0.0364537944023319,0.8827614379084967,0.8985906862745098,0.9340788398692812,0.9057598039215684,0.0364587242828248,0.772028893832932,0.8064310535404292,0.8706233399668521,0.8191090892898719,0.0693970322654386,0.8235294117647058,0.8823529411764706,0.9237132352941176,0.8625,0.0698249858061545,0.9419934640522876,0.9444444444444444,1.0,0.9490196078431372,0.0561229515881036,0.9297619047619048,0.9375,1.0,0.9452591036414566,0.0567763019294022,0.85,0.8885448916408669,0.9268092105263158,0.8816397332457704,0.051690218883793,0.9496347558631296,0.9653558727412536,0.9817708333333331,0.96014753940792,0.0328038394137505,144.0,23.0,9.0,166.0,13.866038657957688,0.1670036189607339,0.9064327485380117,0.8622754491017964,0.9485714285714286,0.05210084033613427
69,a_mobilenet_resnet50_mlp,A,MobileNet+ResNet50; full features; MLP,MobileNet+ResNet50,full,,mlp,183.35,10,0.9117647058823528,0.9130252100840336,0.9344537815126048,0.9005042016806722,0.0608703517892709,0.9154440154440155,0.918918918918919,0.939102564102564,0.912110352110352,0.0464508462372438,0.9154440154440155,0.918918918918919,0.939102564102564,0.912110352110352,0.0464508462372438,0.8982202447163514,0.9090909090909092,0.9303977272727272,0.8833285689097703,0.0852432585457588,0.9101288333768868,0.9128466128466128,0.9342303951678952,0.8977194605100612,0.0656548168065976,0.9076286764705882,0.9125816993464052,0.9342320261437908,0.8988357843137255,0.0625647896879109,0.8260965973582836,0.8320178078382492,0.8755574941124977,0.8159675080615895,0.1009527572193726,0.8152573529411764,0.8823529411764706,0.8823529411764706,0.8202205882352942,0.1391937853872318,0.9444444444444444,1.0,1.0,0.9774509803921568,0.0291259411273163,0.9384191176470588,1.0,1.0,0.9753676470588236,0.0318179360638512,0.8517857142857143,0.8918128654970761,0.8947368421052632,0.86049791144528,0.0881077905536742,0.9705882352941176,0.981515522875817,0.9930735774702036,0.9745770857362552,0.0265337517929268,137.0,30.0,4.0,171.0,1879.1396316700266,0.1138691819505762,0.9005847953216374,0.8203592814371258,0.9771428571428571,0.02268907563025202
70,a_resnet152v2_logistic,A,ResNet152V2; full features; logistic regression,ResNet152V2,full,,logistic,183.25,10,0.8831932773109243,0.9117647058823528,0.913655462184874,0.903529411764706,0.0366931810587013,0.8888888888888888,0.9166023166023168,0.922037422037422,0.9102243031654798,0.0324577954169981,0.8888888888888888,0.9166023166023168,0.922037422037422,0.9102243031654798,0.0324577954169981,0.8768382352941176,0.8998887652947719,0.9090909090909092,0.8952481614548944,0.0427546424615422,0.8828635620915033,0.9104433431463466,0.9134257634257634,0.9027362323101872,0.03732690314107,0.8831699346405228,0.9079861111111112,0.9129901960784316,0.902450980392157,0.0368682224986844,0.7703506133314548,0.8243519655123199,0.8332703841172646,0.8122816592112201,0.0694656256180238,0.8152573529411764,0.8786764705882353,0.8823529411764706,0.8558823529411764,0.0701811176411176,0.9411764705882352,0.94281045751634,0.9861111111111112,0.9490196078431372,0.0411701301155196,0.9333333333333332,0.9375,0.9852941176470588,0.943186274509804,0.0465501052489523,0.8458646616541353,0.8888888888888888,0.8947368421052632,0.8766953033206903,0.0508600690900243,0.9594867358708188,0.9704861111111112,0.9826839436755094,0.9668901384083044,0.0280657334085004,143.0,24.0,9.0,166.0,14.211917244945653,0.14470546785742,0.9035087719298246,0.8562874251497006,0.9485714285714286,0.030462184873949694
71,a_inceptionv3_logistic,A,InceptionV3; full features; logistic regression,InceptionV3,full,,logistic,182.2,10,0.8857142857142857,0.926470588235294,0.9411764705882352,0.9036134453781512,0.0569985683120006,0.8839869281045751,0.9277310924369748,0.943627450980392,0.90902011315324,0.0502745696299527,0.8839869281045751,0.9277310924369748,0.943627450980392,0.90902011315324,0.0502745696299527,0.8839869281045751,0.9212121212121211,0.9402573529411764,0.8964855419196025,0.0669103040497134,0.8856209150326797,0.926019594440647,0.941125408496732,0.9027528275364214,0.0581708278444757,0.8860294117647058,0.9253472222222222,0.941125408496732,0.9035130718954248,0.056703293238365,0.7726947117796636,0.853451177914375,0.8823529411764706,0.8139302813691953,0.1059708820039776,0.8768382352941176,0.9375,0.9411764705882352,0.8808823529411764,0.113940276382339,0.8888888888888888,0.9411764705882352,0.943627450980392,0.9261437908496732,0.0529461073400581,0.8823529411764706,0.9393382352941176,0.943627450980392,0.9228251388274608,0.0551503652605923,0.8916666666666666,0.9393382352941176,0.9411764705882352,0.8983493179880648,0.0862446714132385,0.9437295751633986,0.9684436274509804,0.9861471549404076,0.9628712514417532,0.0301014229306071,147.0,20.0,13.0,162.0,13.019619002123363,0.1625168389873574,0.9035087719298246,0.8802395209580839,0.9257142857142857,0.055462184873949494
72,a_resnet101_mobilenetv2_mlp,A,ResNet101+MobileNetV2; full features; MLP,ResNet101+MobileNetV2,full,,mlp,180.6,10,0.8539915966386554,0.9117647058823528,0.9411764705882352,0.8979831932773109,0.0530266232030949,0.8717948717948718,0.9116883116883118,0.943627450980392,0.903637155328332,0.0491508642163603,0.8717948717948718,0.9116883116883118,0.943627450980392,0.903637155328332,0.0491508642163603,0.8395585738539898,0.9116883116883118,0.9375,0.8888613582098002,0.0650715236759096,0.8510809731610621,0.9116883116883115,0.9409722222222222,0.896249256769066,0.0552966166925896,0.8533496732026145,0.9117647058823528,0.9409722222222222,0.8968954248366015,0.0545845494550947,0.7272457690298529,0.8249579113843054,0.8819444444444444,0.8062448921201499,0.0940310145131295,0.7941176470588235,0.9375,0.9411764705882352,0.8676470588235293,0.1244340320621961,0.9411764705882352,0.94281045751634,0.9444444444444444,0.9261437908496732,0.0789471061133471,0.9308035714285714,0.9375,0.943627450980392,0.927748599439776,0.0668329515938424,0.8293650793650793,0.9330357142857144,0.943627450980392,0.8917276759188525,0.0844538842132048,0.898356401384083,0.9733756247597076,0.9965277777777778,0.947156141868512,0.058199294162628,145.0,22.0,13.0,162.0,62.58787838497665,0.1245783410849976,0.8976608187134503,0.8682634730538922,0.9257142857142857,0.08718487394957974
73,a_efficientnetb5_random_forest,A,EfficientNetB5; full features; random forest,EfficientNetB5,full,,random_forest,180.4,10,0.8831932773109243,0.8987394957983192,0.9338235294117646,0.8977310924369748,0.0395723080385259,0.8768382352941176,0.8957219251336899,0.9366515837104072,0.8965847899090933,0.0446853546703277,0.8768382352941176,0.8957219251336899,0.9366515837104072,0.8965847899090933,0.0446853546703277,0.8888888888888888,0.89272030651341,0.9285714285714284,0.8979990099488072,0.0350243486371846,0.8828635620915033,0.8977176193200535,0.9331852358168148,0.8972918999289501,0.0395388831850446,0.883578431372549,0.8967524509803921,0.9310661764705882,0.8970996732026144,0.0388335537094128,0.771803495045759,0.8010056341534406,0.8700890734324034,0.7994041026519965,0.0785672734832243,0.8823529411764706,0.9393382352941176,0.9411764705882352,0.9095588235294118,0.0445647281404586,0.8259803921568627,0.857843137254902,0.943627450980392,0.8846405228758168,0.0819972781193281,0.8421052631578947,0.8654970760233918,0.9402573529411764,0.8916688166494667,0.0739722432541903,0.88125,0.9354166666666666,0.9375,0.9130263772175538,0.0347637299079864,0.9415849673202614,0.9497428873510187,0.9679209919261822,0.9480524317570164,0.0275301307190419,152.0,15.0,20.0,155.0,38.56831298599718,0.1374726270441894,0.8976608187134503,0.9101796407185628,0.8857142857142857,0.05063025210084027
74,a_resnet101_densenet169_random_forest,A,ResNet101+DenseNet169; full features; random forest,ResNet101+DenseNet169,full,,random_forest,180.35,10,0.8634453781512604,0.8970588235294117,0.9338235294117646,0.9009243697478992,0.049109082008079,0.856951871657754,0.9015873015873016,0.9366515837104072,0.9021209509444804,0.050037534139195,0.856951871657754,0.9015873015873016,0.9366515837104072,0.9021209509444804,0.050037534139195,0.8673986486486487,0.8894523326572008,0.9331550802139036,0.8990834719891515,0.0489860831653676,0.8629922536172536,0.8960836323919489,0.9338044308632544,0.900602211466816,0.049155210685422,0.8651960784313726,0.8943014705882353,0.9341809640522876,0.9008986928104576,0.0491040523256376,0.7357576192254061,0.7975057262355627,0.8703954459814229,0.8052289044028427,0.097657028374439,0.838235294117647,0.9099264705882352,0.9411764705882352,0.9044117647058824,0.0703777157615746,0.8455882352941176,0.915032679738562,0.9411764705882352,0.8973856209150327,0.0688466947822533,0.8455882352941176,0.9078431372549018,0.9411764705882352,0.8981699346405229,0.064428224060951,0.8616071428571428,0.9078431372549018,0.9411764705882352,0.910562066932036,0.0614237923229629,0.9286332179930796,0.9680861928104576,0.9891718329488656,0.9577404123414068,0.0400791332813079,151.0,16.0,18.0,157.0,11.222815378045198,0.1122514499002132,0.9005847953216374,0.9041916167664671,0.8971428571428571,0.07037815126050417
75,a_efficientnetb3_random_forest,A,EfficientNetB3; full features; random forest,EfficientNetB3,full,,random_forest,179.3,10,0.8831932773109243,0.9117647058823528,0.9117647058823528,0.9005042016806722,0.0316717425937894,0.8854489164086687,0.906158357771261,0.9090909090909092,0.9003713781252978,0.0313030408210052,0.8854489164086687,0.906158357771261,0.9090909090909092,0.9003713781252978,0.0313030408210052,0.8722222222222222,0.9142857142857144,0.9177606177606178,0.8991727133537479,0.0366025015157164,0.8819315445476437,0.9113803371867888,0.9116883116883115,0.8997720457395231,0.0324518021490111,0.8806678921568627,0.9117647058823528,0.9154411764705884,0.9008986928104576,0.0323073887720623,0.7700246752644458,0.8249579113843054,0.8374458690710621,0.8098457432188051,0.0581180371680263,0.9384191176470588,0.9411764705882352,0.9852941176470588,0.9220588235294118,0.0934881162174885,0.8333333333333334,0.8823529411764706,0.9305555555555556,0.8797385620915034,0.0696282117208204,0.844078947368421,0.8888888888888888,0.9201127819548872,0.8872796574770259,0.0578145703577869,0.9308035714285714,0.9375,0.9861111111111112,0.9308243145743148,0.0716529820967872,0.9583693771626296,0.9616013071895424,0.9787521626297576,0.9582089821222606,0.0284971097300197,154.0,13.0,21.0,154.0,23.085769343015272,0.1095577299711289,0.9005847953216374,0.9221556886227545,0.88,0.02857142857142847
76,a_vgg16_vgg19_logistic,A,VGG16+VGG19; full features; logistic regression,VGG16+VGG19,full,,logistic,179.25,10,0.8634453781512604,0.9117647058823528,0.9338235294117646,0.9008403361344538,0.0454783277145151,0.8723328591749645,0.9160839160839164,0.939102564102564,0.9091221162273794,0.0399847236853245,0.8723328591749645,0.9160839160839164,0.939102564102564,0.9091221162273794,0.0399847236853245,0.853030303030303,0.896551724137931,0.9285714285714284,0.889900171667413,0.0540649370064681,0.8626815811026338,0.9098143236074272,0.9331852358168148,0.8995111439473963,0.0465318253679832,0.8627450980392156,0.90625,0.9310661764705882,0.8991830065359478,0.0450786421388121,0.7327674032095175,0.8297404358902928,0.8741897156977768,0.8120623905385829,0.0842537996439349,0.8125,0.8235294117647058,0.8805147058823529,0.8382352941176471,0.0964796295380616,0.9019607843137254,1.0,1.0,0.9601307189542484,0.0538483471075367,0.9027777777777776,1.0,1.0,0.9583333333333334,0.0570779074348979,0.8421052631578947,0.8571428571428571,0.8986842105263158,0.8679387327013185,0.0711779700431364,0.9462226066897348,0.9618596212995002,0.992196510957324,0.9667820069204152,0.0243906164749212,140.0,27.0,7.0,168.0,13.836758809979074,0.15679917705710938,0.9005847953216374,0.8383233532934131,0.96,0.07037815126050417
77,a_efficientnetb4_logistic,A,EfficientNetB4; full features; logistic regression,EfficientNetB4,full,,logistic,179.05,10,0.8611344537815125,0.9117647058823528,0.913655462184874,0.8976470588235295,0.0541331292988576,0.865079365079365,0.9116883116883118,0.918918918918919,0.901147737339688,0.0532139897472471,0.865079365079365,0.9116883116883118,0.918918918918919,0.901147737339688,0.0532139897472471,0.856951871657754,0.9032258064516128,0.9142857142857144,0.8935223576234013,0.0553671763062584,0.8610156183685596,0.911072362685266,0.9136363636363636,0.8973350474815446,0.0541253154758382,0.861111111111111,0.9107434640522876,0.9142156862745096,0.8970792483660132,0.0538817056896989,0.7231405434062506,0.8243519655123199,0.8350113597698376,0.7974082052615434,0.1093530872615326,0.8235294117647058,0.875,0.926470588235294,0.879779411764706,0.0633010469060972,0.8823529411764706,0.8888888888888888,0.9861111111111112,0.9143790849673205,0.0675521807008697,0.8768382352941176,0.8888888888888888,0.9833333333333332,0.9104493464052288,0.0704797495254774,0.8375,0.8918128654970761,0.928125,0.8902498280013761,0.0572896059655244,0.9385392637447136,0.9611928104575164,0.9822303921568628,0.9605560361399462,0.0267582889575048,147.0,20.0,15.0,160.0,16.63916055386653,0.2159033571369941,0.8976608187134503,0.8802395209580839,0.9142857142857143,0.05252100840336149
78,a_efficientnetb5_logistic,A,EfficientNetB5; full features; logistic regression,EfficientNetB5,full,,logistic,178.7,10,0.8602941176470588,0.8987394957983192,0.9338235294117646,0.9005042016806722,0.0420955378148046,0.865079365079365,0.9045112781954888,0.9380630630630632,0.9048576395944816,0.0408793078660601,0.865079365079365,0.9045112781954888,0.9380630630630632,0.9048576395944816,0.0408793078660601,0.853030303030303,0.8927893738140417,0.9303977272727272,0.8955164309125407,0.0437612311373455,0.8597858282068809,0.8983466388589729,0.9336512445887446,0.9001870352535114,0.0421745114005441,0.8593239379084967,0.897671568627451,0.9336703431372548,0.8998774509803923,0.04221734618719,0.7222505312345113,0.797493924852847,0.8676978111794097,0.8019322287087232,0.0838971864400193,0.8235294117647058,0.8786764705882353,0.9237132352941176,0.8742647058823529,0.052304174246408,0.8839869281045751,0.94281045751634,0.9444444444444444,0.9254901960784314,0.0396609914460082,0.8768382352941176,0.930952380952381,0.9375,0.9185434173669468,0.0410734772227372,0.8375,0.8888888888888888,0.9320175438596492,0.8855847953216374,0.0470884420961004,0.95584630911188,0.9645328719723184,0.979626225490196,0.9684892829680892,0.018396764866983,146.0,21.0,13.0,162.0,22.723827812063973,0.3062116199871521,0.9005847953216374,0.874251497005988,0.9257142857142857,0.07352941176470584
