experiment,approach,classifier,fold,train_size,test_size,prepared_features,shared_preprocessing_size,accuracy,f1,f1_clear,f1_obstructed,macro_f1,balanced_accuracy,mcc,tn_obstructed,fp_obstructed_as_clear,fn_clear_as_obstructed,tp_clear,obstructed_recall,clear_recall,obstructed_precision,clear_precision,roc_auc,reduction_seconds,training_seconds,prediction_seconds
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,1,307.0,35.0,300.0,8.0,0.9428571428571428,0.9444444444444444,0.9444444444444444,0.9411764705882352,0.94281045751634,0.94281045751634,0.8856209150326797,16.0,1.0,1.0,17.0,0.9411764705882352,0.9444444444444444,0.9411764705882352,0.9444444444444444,0.9869281045751632,2.468953083036467,0.0059243678115308,0.0010122079402208
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,2,307.0,35.0,300.0,8.0,0.8857142857142857,0.8888888888888888,0.8888888888888888,0.8823529411764706,0.8856209150326797,0.8856209150326797,0.7712418300653595,15.0,2.0,2.0,16.0,0.8823529411764706,0.8888888888888888,0.8823529411764706,0.8888888888888888,0.9509803921568628,2.4214316948782653,0.0048657509032636,0.0006991219706833
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,3,308.0,34.0,300.0,8.0,0.9705882352941176,0.972972972972973,0.972972972972973,0.967741935483871,0.970357454228422,0.96875,0.9424212936563148,15.0,1.0,0.0,18.0,0.9375,1.0,1.0,0.9473684210526316,0.9965277777777778,2.297919317847118,0.0059154110495001,0.0010505709797143
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,4,308.0,34.0,300.0,8.0,0.9411764705882352,0.9473684210526316,0.9473684210526316,0.9333333333333332,0.9403508771929824,0.9375,0.8874119674649423,14.0,2.0,0.0,18.0,0.875,1.0,1.0,0.9,0.9826388888888888,2.3665538169443607,0.0059186869766563,0.0008988031186163
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,5,308.0,34.0,300.0,8.0,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9444444444444444,0.8888888888888888,16.0,0.0,2.0,16.0,1.0,0.8888888888888888,0.8888888888888888,1.0,0.9965277777777778,2.3916404240299016,0.0060538449324667,0.0010828129015862
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,6,308.0,34.0,300.0,8.0,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.8823529411764706,16.0,1.0,1.0,16.0,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9792387543252594,2.2984884241595864,0.0039942800067365,0.0006510899402201
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,7,308.0,34.0,300.0,8.0,0.8823529411764706,0.8947368421052632,0.8947368421052632,0.8666666666666667,0.880701754385965,0.8823529411764706,0.7867957924694431,13.0,4.0,0.0,17.0,0.7647058823529411,1.0,1.0,0.8095238095238095,0.9515570934256056,2.3452860871329904,0.0058178850449621,0.0010174289345741
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,8,308.0,34.0,300.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,2.2926920549944043,0.0060034689959138,0.0010042930953204
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,9,308.0,34.0,300.0,8.0,0.9117647058823528,0.9090909090909092,0.9090909090909092,0.9142857142857144,0.9116883116883115,0.9117647058823528,0.8249579113843054,16.0,1.0,2.0,15.0,0.9411764705882352,0.8823529411764706,0.8888888888888888,0.9375,0.9792387543252594,2.3175955519545823,0.0059544760733842,0.0010480668861418
b_efficientnetb3_pca_300_linear_svm,B,linear_svm,10,308.0,34.0,300.0,8.0,0.9705882352941176,0.9696969696969696,0.9696969696969696,0.9714285714285714,0.9705627705627706,0.9705882352941176,0.9428090415820634,17.0,0.0,1.0,16.0,1.0,0.9411764705882352,0.9444444444444444,1.0,0.9688581314878892,2.3776610027998686,0.0058692030142992,0.0009844459127634
c_mobilenet_resnet50_pca_300_linear_svm,C,linear_svm,1,307.0,35.0,300.0,8.0,0.9142857142857144,0.918918918918919,0.918918918918919,0.9090909090909092,0.914004914004914,0.9133986928104576,0.8295126552802181,15.0,2.0,1.0,17.0,0.8823529411764706,0.9444444444444444,0.9375,0.8947368421052632,0.9281045751633988,2.92305749305524,0.0066898029763251,0.0008668648079037
c_mobilenet_resnet50_pca_300_linear_svm,C,linear_svm,2,307.0,35.0,300.0,8.0,0.9428571428571428,0.9444444444444444,0.9444444444444444,0.9411764705882352,0.94281045751634,0.94281045751634,0.8856209150326797,16.0,1.0,1.0,17.0,0.9411764705882352,0.9444444444444444,0.9411764705882352,0.9444444444444444,0.9901960784313726,2.6461900919675827,0.0058339589741081,0.000798885943368
c_mobilenet_resnet50_pca_300_linear_svm,C,linear_svm,3,308.0,34.0,300.0,8.0,0.9411764705882352,0.9473684210526316,0.9473684210526316,0.9333333333333332,0.9403508771929824,0.9375,0.8874119674649423,14.0,2.0,0.0,18.0,0.875,1.0,1.0,0.9,0.9930555555555556,2.344547068933025,0.007099529961124,0.0011702310293912
c_mobilenet_resnet50_pca_300_linear_svm,C,linear_svm,4,308.0,34.0,300.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.0,0.0,18.0,1.0,1.0,1.0,1.0,1.0,2.420052307890728,0.0061211241409182,0.0008539000991731
c_mobilenet_resnet50_pca_300_linear_svm,C,linear_svm,5,308.0,34.0,300.0,8.0,0.9411764705882352,0.9444444444444444,0.9444444444444444,0.9375,0.9409722222222222,0.9409722222222222,0.8819444444444444,15.0,1.0,1.0,17.0,0.9375,0.9444444444444444,0.9375,0.9444444444444444,0.9826388888888888,2.325740688946098,0.0059878511819988,0.0007647110614925
